tid,cid,ctype,seat_num
D3801,14,一等,52
D3802,1,一等,52
D3802,2,一等,52
D3802,3,二等,85
D3802,4,二等,85
D3802,5,二等,85
D3802,6,二等,85
D3802,7,二等,85
D3802,8,二等,85
D3802,9,二等,85
D3802,10,二等,85
D3802,11,二等,85
D3802,12,二等,85
D3802,13,一等,52
D3802,14,一等,52
D3803,1,一等,52
D3803,2,一等,52
D3803,3,二等,85
D3803,4,二等,85
D3803,5,二等,85
D3803,6,二等,85
D3803,7,二等,85
D3803,8,二等,85
D3803,9,二等,85
D3803,10,二等,85
D3803,11,二等,85
D3803,12,二等,85
D3803,13,一等,52
D3803,14,一等,52
D3804,1,一等,52
D3804,2,一等,52
D3804,3,二等,85
D3804,4,二等,85
D3804,5,二等,85
D3804,6,二等,85
D3804,7,二等,85
D3804,8,二等,85
D3804,9,二等,85
D3804,10,二等,85
D3804,11,二等,85
D3804,12,二等,85
D3804,13,一等,52
D3804,14,一等,52
D3806,1,一等,52
D3806,2,一等,52
D3806,3,二等,85
D3806,4,二等,85
D3806,5,二等,85
D3806,6,二等,85
D3806,7,二等,85
D3806,8,二等,85
D3806,9,二等,85
D3806,10,二等,85
D3806,11,二等,85
D3806,12,二等,85
D3806,13,一等,52
D3806,14,一等,52
D3807,1,一等,52
D3807,2,一等,52
D3807,3,二等,85
D3807,4,二等,85
D3807,5,二等,85
D3807,6,二等,85
D3807,7,二等,85
D3807,8,二等,85
D3807,9,二等,85
D3807,10,二等,85
D3807,11,二等,85
D3807,12,二等,85
D3807,13,一等,52
D3807,14,一等,52
D3809,1,一等,52
D3809,2,一等,52
D3809,3,二等,85
D3809,4,二等,85
D3809,5,二等,85
D3809,6,二等,85
D3809,7,二等,85
D3809,8,二等,85
D3809,9,二等,85
D3809,10,二等,85
D3809,11,二等,85
D3809,12,二等,85
D3809,13,一等,52
D3809,14,一等,52
D3810,1,一等,52
D3810,2,一等,52
D3810,3,二等,85
D3810,4,二等,85
D3810,5,二等,85
D3810,6,二等,85
D3810,7,二等,85
D3810,8,二等,85
D3810,9,二等,85
D3810,10,二等,85
D3810,11,二等,85
D3810,12,二等,85
D3810,13,一等,52
D3810,14,一等,52
D3811,1,一等,52
D3811,2,一等,52
D3811,3,二等,85
D3811,4,二等,85
D3811,5,二等,85
D3811,6,二等,85
D3811,7,二等,85
D3811,8,二等,85
D3811,9,二等,85
D3811,10,二等,85
D3811,11,二等,85
D3811,12,二等,85
D3811,13,一等,52
D3811,14,一等,52
D3812,1,一等,52
D3812,2,一等,52
D3812,3,二等,85
D3812,4,二等,85
D3812,5,二等,85
D3812,6,二等,85
D3812,7,二等,85
D3812,8,二等,85
D3812,9,二等,85
D3812,10,二等,85
D3812,11,二等,85
D3812,12,二等,85
D3812,13,一等,52
D3812,14,一等,52
D3813,1,一等,52
D3813,2,一等,52
D3813,3,二等,85
D3813,4,二等,85
D3813,5,二等,85
D3813,6,二等,85
D3813,7,二等,85
D3813,8,二等,85
D3813,9,二等,85
D3813,10,二等,85
D3813,11,二等,85
D3813,12,二等,85
D3813,13,一等,52
D3813,14,一等,52
D3814,1,一等,52
D3814,2,一等,52
D3814,3,二等,85
D3814,4,二等,85
D3814,5,二等,85
D3814,6,二等,85
D3814,7,二等,85
D3814,8,二等,85
D3814,9,二等,85
D3814,10,二等,85
D3814,11,二等,85
D3814,12,二等,85
D3814,13,一等,52
D3814,14,一等,52
D3815,1,一等,52
D3815,2,一等,52
D3815,3,二等,85
D3815,4,二等,85
D3815,5,二等,85
D3815,6,二等,85
D3815,7,二等,85
D3815,8,二等,85
D3815,9,二等,85
D3815,10,二等,85
D3815,11,二等,85
D3815,12,二等,85
D3815,13,一等,52
D3815,14,一等,52
D3816,1,一等,52
D3816,2,一等,52
D3816,3,二等,85
D3816,4,二等,85
D3816,5,二等,85
D3816,6,二等,85
D3816,7,二等,85
D3816,8,二等,85
D3816,9,二等,85
D3816,10,二等,85
D3816,11,二等,85
D3816,12,二等,85
D3816,13,一等,52
D3816,14,一等,52
D3817,1,一等,52
D3817,2,一等,52
D3817,3,二等,85
D3817,4,二等,85
D3817,5,二等,85
D3817,6,二等,85
D3817,7,二等,85
D3817,8,二等,85
D3817,9,二等,85
D3817,10,二等,85
D3817,11,二等,85
D3817,12,二等,85
D3817,13,一等,52
D3817,14,一等,52
D3818,1,一等,52
D3818,2,一等,52
D3818,3,二等,85
D3818,4,二等,85
D3818,5,二等,85
D3818,6,二等,85
D3818,7,二等,85
D3818,8,二等,85
D3818,9,二等,85
D3818,10,二等,85
D3818,11,二等,85
D3818,12,二等,85
D3818,13,一等,52
D3818,14,一等,52
D3819,1,一等,52
D3819,2,一等,52
D3819,3,二等,85
D3819,4,二等,85
D3819,5,二等,85
D3819,6,二等,85
D3819,7,二等,85
D3819,8,二等,85
D3819,9,二等,85
D3819,10,二等,85
D3819,11,二等,85
D3819,12,二等,85
D3819,13,一等,52
D3819,14,一等,52
D3820,1,一等,52
D3820,2,一等,52
D3820,3,二等,85
D3820,4,二等,85
D3820,5,二等,85
D3820,6,二等,85
D3820,7,二等,85
D3820,8,二等,85
D3820,9,二等,85
D3820,10,二等,85
D3820,11,二等,85
D3820,12,二等,85
D3820,13,一等,52
D3820,14,一等,52
D3821,1,一等,52
D3821,2,一等,52
D3821,3,二等,85
D3821,4,二等,85
D3821,5,二等,85
D3821,6,二等,85
D3821,7,二等,85
D3821,8,二等,85
D3821,9,二等,85
D3821,10,二等,85
D3821,11,二等,85
D3821,12,二等,85
D3821,13,一等,52
D3821,14,一等,52
D3822,1,一等,52
D3822,2,一等,52
D3822,3,二等,85
D3822,4,二等,85
D3822,5,二等,85
D3822,6,二等,85
D3822,7,二等,85
D3822,8,二等,85
D3822,9,二等,85
D3822,10,二等,85
D3822,11,二等,85
D3822,12,二等,85
D3822,13,一等,52
D3822,14,一等,52
D3823,1,一等,52
D3823,2,一等,52
D3823,3,二等,85
D3823,4,二等,85
D3823,5,二等,85
D3823,6,二等,85
D3823,7,二等,85
D3823,8,二等,85
D3823,9,二等,85
D3823,10,二等,85
D3823,11,二等,85
D3823,12,二等,85
D3823,13,一等,52
D3823,14,一等,52
D3824,1,一等,52
D3824,2,一等,52
D3824,3,二等,85
D3824,4,二等,85
D3824,5,二等,85
D3824,6,二等,85
D3824,7,二等,85
D3824,8,二等,85
D3824,9,二等,85
D3824,10,二等,85
D3824,11,二等,85
D3824,12,二等,85
D3824,13,一等,52
D3824,14,一等,52
D3825,1,一等,52
D3825,2,一等,52
D3825,3,二等,85
D3825,4,二等,85
D3825,5,二等,85
D3825,6,二等,85
D3825,7,二等,85
D3825,8,二等,85
D3825,9,二等,85
D3825,10,二等,85
D3825,11,二等,85
D3825,12,二等,85
D3825,13,一等,52
D3825,14,一等,52
D3826,1,一等,52
D3826,2,一等,52
D3826,3,二等,85
D3826,4,二等,85
D3826,5,二等,85
D3826,6,二等,85
D3826,7,二等,85
D3826,8,二等,85
D3826,9,二等,85
D3826,10,二等,85
D3826,11,二等,85
D3826,12,二等,85
D3826,13,一等,52
D3826,14,一等,52
D3827,1,一等,52
D3827,2,一等,52
D3827,3,二等,85
D3827,4,二等,85
D3827,5,二等,85
D3827,6,二等,85
D3827,7,二等,85
D3827,8,二等,85
D3827,9,二等,85
D3827,10,二等,85
D3827,11,二等,85
D3827,12,二等,85
D3827,13,一等,52
D3827,14,一等,52
D3828,1,一等,52
D3828,2,一等,52
D3828,3,二等,85
D3828,4,二等,85
D3828,5,二等,85
D3828,6,二等,85
D3828,7,二等,85
D3828,8,二等,85
D3828,9,二等,85
D3828,10,二等,85
D3828,11,二等,85
D3828,12,二等,85
D3828,13,一等,52
D3828,14,一等,52
D3829,1,一等,52
D3829,2,一等,52
D3829,3,二等,85
D3829,4,二等,85
D3829,5,二等,85
D3829,6,二等,85
D3829,7,二等,85
D3829,8,二等,85
D3829,9,二等,85
D3829,10,二等,85
D3829,11,二等,85
D3829,12,二等,85
D3829,13,一等,52
D3829,14,一等,52
D3830,1,一等,52
D3830,2,一等,52
D3830,3,二等,85
D3830,4,二等,85
D3830,5,二等,85
D3830,6,二等,85
D3830,7,二等,85
D3830,8,二等,85
D3830,9,二等,85
D3830,10,二等,85
D3830,11,二等,85
D3830,12,二等,85
D3830,13,一等,52
D3830,14,一等,52
D3831,1,一等,52
D3831,2,一等,52
D3831,3,二等,85
D3831,4,二等,85
D3831,5,二等,85
D3831,6,二等,85
D3831,7,二等,85
D3831,8,二等,85
D3831,9,二等,85
D3831,10,二等,85
D3831,11,二等,85
D3831,12,二等,85
D3831,13,一等,52
D3831,14,一等,52
D3832,1,一等,52
D3832,2,一等,52
D3832,3,二等,85
D3832,4,二等,85
D3832,5,二等,85
D3832,6,二等,85
D3832,7,二等,85
D3832,8,二等,85
D3832,9,二等,85
D3832,10,二等,85
D3832,11,二等,85
D3832,12,二等,85
D3832,13,一等,52
D3832,14,一等,52
D3837,1,一等,52
D3837,2,一等,52
D3837,3,二等,85
D3837,4,二等,85
D3837,5,二等,85
D3837,6,二等,85
D3837,7,二等,85
D3837,8,二等,85
D3837,9,二等,85
D3837,10,二等,85
D3837,11,二等,85
D3837,12,二等,85
D3837,13,一等,52
D3837,14,一等,52
D3838,1,一等,52
D3838,2,一等,52
D3838,3,二等,85
D3838,4,二等,85
D3838,5,二等,85
D3838,6,二等,85
D3838,7,二等,85
D3838,8,二等,85
D3838,9,二等,85
D3838,10,二等,85
D3838,11,二等,85
D3838,12,二等,85
D3838,13,一等,52
D3838,14,一等,52
D3839,1,一等,52
D3839,2,一等,52
D3839,3,二等,85
D3839,4,二等,85
D3839,5,二等,85
D3839,6,二等,85
D3839,7,二等,85
D3839,8,二等,85
D3839,9,二等,85
D3839,10,二等,85
D3839,11,二等,85
D3839,12,二等,85
D3839,13,一等,52
D3839,14,一等,52
D3840,1,一等,52
D3840,2,一等,52
D3840,3,二等,85
D3840,4,二等,85
D3840,5,二等,85
D3840,6,二等,85
D3840,7,二等,85
D3840,8,二等,85
D3840,9,二等,85
D3840,10,二等,85
D3840,11,二等,85
D3840,12,二等,85
D3840,13,一等,52
D3840,14,一等,52
D3841,1,一等,52
D3841,2,一等,52
D3841,3,二等,85
D3841,4,二等,85
D3841,5,二等,85
D3841,6,二等,85
D3841,7,二等,85
D3841,8,二等,85
D3841,9,二等,85
D3841,10,二等,85
D3841,11,二等,85
D3841,12,二等,85
D3841,13,一等,52
D3841,14,一等,52
D3842,1,一等,52
D3842,2,一等,52
D3842,3,二等,85
D3842,4,二等,85
D3842,5,二等,85
D3842,6,二等,85
D3842,7,二等,85
D3842,8,二等,85
D3842,9,二等,85
D3842,10,二等,85
D3842,11,二等,85
D3842,12,二等,85
D3842,13,一等,52
D3842,14,一等,52
D3843,1,一等,52
D3843,2,一等,52
D3843,3,二等,85
D3843,4,二等,85
D3843,5,二等,85
D3843,6,二等,85
D3843,7,二等,85
D3843,8,二等,85
D3843,9,二等,85
D3843,10,二等,85
D3843,11,二等,85
D3843,12,二等,85
D3843,13,一等,52
D3843,14,一等,52
D3844,1,一等,52
D3844,2,一等,52
D3844,3,二等,85
D3844,4,二等,85
D3844,5,二等,85
D3844,6,二等,85
D3844,7,二等,85
D3844,8,二等,85
D3844,9,二等,85
D3844,10,二等,85
D3844,11,二等,85
D3844,12,二等,85
D3844,13,一等,52
D3844,14,一等,52
D3845,1,一等,52
D3845,2,一等,52
D3845,3,二等,85
D3845,4,二等,85
D3845,5,二等,85
D3845,6,二等,85
D3845,7,二等,85
D3845,8,二等,85
D3845,9,二等,85
D3845,10,二等,85
D3845,11,二等,85
D3845,12,二等,85
D3845,13,一等,52
D3845,14,一等,52
D3846,1,一等,52
D3846,2,一等,52
D3846,3,二等,85
D3846,4,二等,85
D3846,5,二等,85
D3846,6,二等,85
D3846,7,二等,85
D3846,8,二等,85
D3846,9,二等,85
D3846,10,二等,85
D3846,11,二等,85
D3846,12,二等,85
D3846,13,一等,52
D3846,14,一等,52
D3847,1,一等,52
D3847,2,一等,52
D3847,3,二等,85
D3847,4,二等,85
D3847,5,二等,85
D3847,6,二等,85
D3847,7,二等,85
D3847,8,二等,85
D3847,9,二等,85
D3847,10,二等,85
D3847,11,二等,85
D3847,12,二等,85
D3847,13,一等,52
D3847,14,一等,52
D3848,1,一等,52
D3848,2,一等,52
D3848,3,二等,85
D3848,4,二等,85
D3848,5,二等,85
D3848,6,二等,85
D3848,7,二等,85
D3848,8,二等,85
D3848,9,二等,85
D3848,10,二等,85
D3848,11,二等,85
D3848,12,二等,85
D3848,13,一等,52
D3848,14,一等,52
D3849,1,一等,52
D3849,2,一等,52
D3849,3,二等,85
D3849,4,二等,85
D3849,5,二等,85
D3849,6,二等,85
D3849,7,二等,85
D3849,8,二等,85
D3849,9,二等,85
D3849,10,二等,85
D3849,11,二等,85
D3849,12,二等,85
D3849,13,一等,52
D3849,14,一等,52
D3850,1,一等,52
D3850,2,一等,52
D3850,3,二等,85
D3850,4,二等,85
D3850,5,二等,85
D3850,6,二等,85
D3850,7,二等,85
D3850,8,二等,85
D3850,9,二等,85
D3850,10,二等,85
D3850,11,二等,85
D3850,12,二等,85
D3850,13,一等,52
D3850,14,一等,52
D3851,1,一等,52
D3851,2,一等,52
D3851,3,二等,85
D3851,4,二等,85
D3851,5,二等,85
D3851,6,二等,85
D3851,7,二等,85
D3851,8,二等,85
D3851,9,二等,85
D3851,10,二等,85
D3851,11,二等,85
D3851,12,二等,85
D3851,13,一等,52
D3851,14,一等,52
D3852,1,一等,52
D3852,2,一等,52
D3852,3,二等,85
D3852,4,二等,85
D3852,5,二等,85
D3852,6,二等,85
D3852,7,二等,85
D3852,8,二等,85
D3852,9,二等,85
D3852,10,二等,85
D3852,11,二等,85
D3852,12,二等,85
D3852,13,一等,52
D3852,14,一等,52
D3853,1,一等,52
D3853,2,一等,52
D3853,3,二等,85
D3853,4,二等,85
D3853,5,二等,85
D3853,6,二等,85
D3853,7,二等,85
D3853,8,二等,85
D3853,9,二等,85
D3853,10,二等,85
D3853,11,二等,85
D3853,12,二等,85
D3853,13,一等,52
D3853,14,一等,52
D3856,1,一等,52
D3856,2,一等,52
D3856,3,二等,85
D3856,4,二等,85
D3856,5,二等,85
D3856,6,二等,85
D3856,7,二等,85
D3856,8,二等,85
D3856,9,二等,85
D3856,10,二等,85
D3856,11,二等,85
D3856,12,二等,85
D3856,13,一等,52
D3856,14,一等,52
D3857,1,一等,52
D3857,2,一等,52
D3857,3,二等,85
D3857,4,二等,85
D3857,5,二等,85
D3857,6,二等,85
D3857,7,二等,85
D3857,8,二等,85
D3857,9,二等,85
D3857,10,二等,85
D3857,11,二等,85
D3857,12,二等,85
D3857,13,一等,52
D3857,14,一等,52
D3858,1,一等,52
D3858,2,一等,52
D3858,3,二等,85
D3858,4,二等,85
D3858,5,二等,85
D3858,6,二等,85
D3858,7,二等,85
D3858,8,二等,85
D3858,9,二等,85
D3858,10,二等,85
D3858,11,二等,85
D3858,12,二等,85
D3858,13,一等,52
D3858,14,一等,52
D3859,1,一等,52
D3859,2,一等,52
D3859,3,二等,85
D3859,4,二等,85
D3859,5,二等,85
D3859,6,二等,85
D3859,7,二等,85
D3859,8,二等,85
D3859,9,二等,85
D3859,10,二等,85
D3859,11,二等,85
D3859,12,二等,85
D3859,13,一等,52
D3859,14,一等,52
D3860,1,一等,52
D3860,2,一等,52
D3860,3,二等,85
D3860,4,二等,85
D3860,5,二等,85
D3860,6,二等,85
D3860,7,二等,85
D3860,8,二等,85
D3860,9,二等,85
D3860,10,二等,85
D3860,11,二等,85
D3860,12,二等,85
D3860,13,一等,52
D3860,14,一等,52
D3862,1,一等,52
D3862,2,一等,52
D3862,3,二等,85
D3862,4,二等,85
D3862,5,二等,85
D3862,6,二等,85
D3862,7,二等,85
D3862,8,二等,85
D3862,9,二等,85
D3862,10,二等,85
D3862,11,二等,85
D3862,12,二等,85
D3862,13,一等,52
D3862,14,一等,52
D3863,1,一等,52
D3863,2,一等,52
D3863,3,二等,85
D3863,4,二等,85
D3863,5,二等,85
D3863,6,二等,85
D3863,7,二等,85
D3863,8,二等,85
D3863,9,二等,85
D3863,10,二等,85
D3863,11,二等,85
D3863,12,二等,85
D3863,13,一等,52
D3863,14,一等,52
D3902,1,一等,52
D3902,2,一等,52
D3902,3,二等,85
D3902,4,二等,85
D3902,5,二等,85
D3902,6,二等,85
D3902,7,二等,85
D3902,8,二等,85
D3902,9,二等,85
D3902,10,二等,85
D3902,11,二等,85
D3902,12,二等,85
D3902,13,一等,52
D3902,14,一等,52
D3903,1,一等,52
D3903,2,一等,52
D3903,3,二等,85
D3903,4,二等,85
D3903,5,二等,85
D3903,6,二等,85
D3903,7,二等,85
D3903,8,二等,85
D3903,9,二等,85
D3903,10,二等,85
D3903,11,二等,85
D3903,12,二等,85
D3903,13,一等,52
D3903,14,一等,52
D3904,1,一等,52
D3904,2,一等,52
D3904,3,二等,85
D3904,4,二等,85
D3904,5,二等,85
D3904,6,二等,85
D3904,7,二等,85
D3904,8,二等,85
D3904,9,二等,85
D3904,10,二等,85
D3904,11,二等,85
D3904,12,二等,85
D3904,13,一等,52
D3904,14,一等,52
D3905,1,一等,52
D3905,2,一等,52
D3905,3,二等,85
D3905,4,二等,85
D3905,5,二等,85
D3905,6,二等,85
D3905,7,二等,85
D3905,8,二等,85
D3905,9,二等,85
D3905,10,二等,85
D3905,11,二等,85
D3905,12,二等,85
D3905,13,一等,52
D3905,14,一等,52
D3906,1,一等,52
D3906,2,一等,52
D3906,3,二等,85
D3906,4,二等,85
D3906,5,二等,85
D3906,6,二等,85
D3906,7,二等,85
D3906,8,二等,85
D3906,9,二等,85
D3906,10,二等,85
D3906,11,二等,85
D3906,12,二等,85
D3906,13,一等,52
D3906,14,一等,52
D3907,1,一等,52
D3907,2,一等,52
D3907,3,二等,85
D3907,4,二等,85
D3907,5,二等,85
D3907,6,二等,85
D3907,7,二等,85
D3907,8,二等,85
D3907,9,二等,85
D3907,10,二等,85
D3907,11,二等,85
D3907,12,二等,85
D3907,13,一等,52
D3907,14,一等,52
D3910,1,一等,52
D3910,2,一等,52
D3910,3,二等,85
D3910,4,二等,85
D3910,5,二等,85
D3910,6,二等,85
D3910,7,二等,85
D3910,8,二等,85
D3910,9,二等,85
D3910,10,二等,85
D3910,11,二等,85
D3910,12,二等,85
D3910,13,一等,52
D3910,14,一等,52
D3921,1,一等,52
D3921,2,一等,52
D3921,3,二等,85
D3921,4,二等,85
D3921,5,二等,85
D3921,6,二等,85
D3921,7,二等,85
D3921,8,二等,85
D3921,9,二等,85
D3921,10,二等,85
D3921,11,二等,85
D3921,12,二等,85
D3921,13,一等,52
D3921,14,一等,52
D3922,1,一等,52
D3922,2,一等,52
D3922,3,二等,85
D3922,4,二等,85
D3922,5,二等,85
D3922,6,二等,85
D3922,7,二等,85
D3922,8,二等,85
D3922,9,二等,85
D3922,10,二等,85
D3922,11,二等,85
D3922,12,二等,85
D3922,13,一等,52
D3922,14,一等,52
D3923,1,一等,52
D3923,2,一等,52
D3923,3,二等,85
D3923,4,二等,85
D3923,5,二等,85
D3923,6,二等,85
D3923,7,二等,85
D3923,8,二等,85
D3923,9,二等,85
D3923,10,二等,85
D3923,11,二等,85
D3923,12,二等,85
D3923,13,一等,52
D3923,14,一等,52
D3924,1,一等,52
D3924,2,一等,52
D3924,3,二等,85
D3924,4,二等,85
D3924,5,二等,85
D3924,6,二等,85
D3924,7,二等,85
D3924,8,二等,85
D3924,9,二等,85
D3924,10,二等,85
D3924,11,二等,85
D3924,12,二等,85
D3924,13,一等,52
D3924,14,一等,52
D3925,1,一等,52
D3925,2,一等,52
D3925,3,二等,85
D3925,4,二等,85
D3925,5,二等,85
D3925,6,二等,85
D3925,7,二等,85
D3925,8,二等,85
D3925,9,二等,85
D3925,10,二等,85
D3925,11,二等,85
D3925,12,二等,85
D3925,13,一等,52
D3925,14,一等,52
D3926,1,一等,52
D3926,2,一等,52
D3926,3,二等,85
D3926,4,二等,85
D3926,5,二等,85
D3926,6,二等,85
D3926,7,二等,85
D3926,8,二等,85
D3926,9,二等,85
D3926,10,二等,85
D3926,11,二等,85
D3926,12,二等,85
D3926,13,一等,52
D3926,14,一等,52
D3927,1,一等,52
D3927,2,一等,52
D3927,3,二等,85
D3927,4,二等,85
D3927,5,二等,85
D3927,6,二等,85
D3927,7,二等,85
D3927,8,二等,85
D3927,9,二等,85
D3927,10,二等,85
D3927,11,二等,85
D3927,12,二等,85
D3927,13,一等,52
D3927,14,一等,52
D3928,1,一等,52
D3928,2,一等,52
D3928,3,二等,85
D3928,4,二等,85
D3928,5,二等,85
D3928,6,二等,85
D3928,7,二等,85
D3928,8,二等,85
D3928,9,二等,85
D3928,10,二等,85
D3928,11,二等,85
D3928,12,二等,85
D3928,13,一等,52
D3928,14,一等,52
D3931,1,一等,52
D3931,2,一等,52
D3931,3,二等,85
D3931,4,二等,85
D3931,5,二等,85
D3931,6,二等,85
D3931,7,二等,85
D3931,8,二等,85
D3931,9,二等,85
D3931,10,二等,85
D3931,11,二等,85
D3931,12,二等,85
D3931,13,一等,52
D3931,14,一等,52
D3932,1,一等,52
D3932,2,一等,52
D3932,3,二等,85
D3932,4,二等,85
D3932,5,二等,85
D3932,6,二等,85
D3932,7,二等,85
D3932,8,二等,85
D3932,9,二等,85
D3932,10,二等,85
D3932,11,二等,85
D3932,12,二等,85
D3932,13,一等,52
D3932,14,一等,52
D3933,1,一等,52
D3933,2,一等,52
D3933,3,二等,85
D3933,4,二等,85
D3933,5,二等,85
D3933,6,二等,85
D3933,7,二等,85
D3933,8,二等,85
D3933,9,二等,85
D3933,10,二等,85
D3933,11,二等,85
D3933,12,二等,85
D3933,13,一等,52
D3933,14,一等,52
D3934,1,一等,52
D3934,2,一等,52
D3934,3,二等,85
D3934,4,二等,85
D3934,5,二等,85
D3934,6,二等,85
D3934,7,二等,85
D3934,8,二等,85
D3934,9,二等,85
D3934,10,二等,85
D3934,11,二等,85
D3934,12,二等,85
D3934,13,一等,52
D3934,14,一等,52
D3935,1,一等,52
D3935,2,一等,52
D3935,3,二等,85
D3935,4,二等,85
D3935,5,二等,85
D3935,6,二等,85
D3935,7,二等,85
D3935,8,二等,85
D3935,9,二等,85
D3935,10,二等,85
D3935,11,二等,85
D3935,12,二等,85
D3935,13,一等,52
D3935,14,一等,52
D3936,1,一等,52
D3936,2,一等,52
D3936,3,二等,85
D3936,4,二等,85
D3936,5,二等,85
D3936,6,二等,85
D3936,7,二等,85
D3936,8,二等,85
D3936,9,二等,85
D3936,10,二等,85
D3936,11,二等,85
D3936,12,二等,85
D3936,13,一等,52
D3936,14,一等,52
D3937,1,一等,52
D3937,2,一等,52
D3937,3,二等,85
D3937,4,二等,85
D3937,5,二等,85
D3937,6,二等,85
D3937,7,二等,85
D3937,8,二等,85
D3937,9,二等,85
D3937,10,二等,85
D3937,11,二等,85
D3937,12,二等,85
D3937,13,一等,52
D3937,14,一等,52
D3938,1,一等,52
D3938,2,一等,52
D3938,3,二等,85
D3938,4,二等,85
D3938,5,二等,85
D3938,6,二等,85
D3938,7,二等,85
D3938,8,二等,85
D3938,9,二等,85
D3938,10,二等,85
D3938,11,二等,85
D3938,12,二等,85
D3938,13,一等,52
D3938,14,一等,52
D3943,1,一等,52
D3943,2,一等,52
D3943,3,二等,85
D3943,4,二等,85
D3943,5,二等,85
D3943,6,二等,85
D3943,7,二等,85
D3943,8,二等,85
D3943,9,二等,85
D3943,10,二等,85
D3943,11,二等,85
D3943,12,二等,85
D3943,13,一等,52
D3943,14,一等,52
D3944,1,一等,52
D3944,2,一等,52
D3944,3,二等,85
D3944,4,二等,85
D3944,5,二等,85
D3944,6,二等,85
D3944,7,二等,85
D3944,8,二等,85
D3944,9,二等,85
D3944,10,二等,85
D3944,11,二等,85
D3944,12,二等,85
D3944,13,一等,52
D3944,14,一等,52
D3945,1,一等,52
D3945,2,一等,52
D3945,3,二等,85
D3945,4,二等,85
D3945,5,二等,85
D3945,6,二等,85
D3945,7,二等,85
D3945,8,二等,85
D3945,9,二等,85
D3945,10,二等,85
D3945,11,二等,85
D3945,12,二等,85
D3945,13,一等,52
D3945,14,一等,52
D3946,1,一等,52
D3946,2,一等,52
D3946,3,二等,85
D3946,4,二等,85
D3946,5,二等,85
D3946,6,二等,85
D3946,7,二等,85
D3946,8,二等,85
D3946,9,二等,85
D3946,10,二等,85
D3946,11,二等,85
D3946,12,二等,85
D3946,13,一等,52
D3946,14,一等,52
D3947,1,一等,52
D3947,2,一等,52
D3947,3,二等,85
D3947,4,二等,85
D3947,5,二等,85
D3947,6,二等,85
D3947,7,二等,85
D3947,8,二等,85
D3947,9,二等,85
D3947,10,二等,85
D3947,11,二等,85
D3947,12,二等,85
D3947,13,一等,52
D3947,14,一等,52
D3948,1,一等,52
D3948,2,一等,52
D3948,3,二等,85
D3948,4,二等,85
D3948,5,二等,85
D3948,6,二等,85
D3948,7,二等,85
D3948,8,二等,85
D3948,9,二等,85
D3948,10,二等,85
D3948,11,二等,85
D3948,12,二等,85
D3948,13,一等,52
D3948,14,一等,52
D3949,1,一等,52
D3949,2,一等,52
D3949,3,二等,85
D3949,4,二等,85
D3949,5,二等,85
D3949,6,二等,85
D3949,7,二等,85
D3949,8,二等,85
D3949,9,二等,85
D3949,10,二等,85
D3949,11,二等,85
D3949,12,二等,85
D3949,13,一等,52
D3949,14,一等,52
D3950,1,一等,52
D3950,2,一等,52
D3950,3,二等,85
D3950,4,二等,85
D3950,5,二等,85
D3950,6,二等,85
D3950,7,二等,85
D3950,8,二等,85
D3950,9,二等,85
D3950,10,二等,85
D3950,11,二等,85
D3950,12,二等,85
D3950,13,一等,52
D3950,14,一等,52
D3951,1,一等,52
D3951,2,一等,52
D3951,3,二等,85
D3951,4,二等,85
D3951,5,二等,85
D3951,6,二等,85
D3951,7,二等,85
D3951,8,二等,85
D3951,9,二等,85
D3951,10,二等,85
D3951,11,二等,85
D3951,12,二等,85
D3951,13,一等,52
D3951,14,一等,52
D3952,1,一等,52
D3952,2,一等,52
D3952,3,二等,85
D3952,4,二等,85
D3952,5,二等,85
D3952,6,二等,85
D3952,7,二等,85
D3952,8,二等,85
D3952,9,二等,85
D3952,10,二等,85
D3952,11,二等,85
D3952,12,二等,85
D3952,13,一等,52
D3952,14,一等,52
D3953,1,一等,52
D3953,2,一等,52
D3953,3,二等,85
D3953,4,二等,85
D3953,5,二等,85
D3953,6,二等,85
D3953,7,二等,85
D3953,8,二等,85
D3953,9,二等,85
D3953,10,二等,85
D3953,11,二等,85
D3953,12,二等,85
D3953,13,一等,52
D3953,14,一等,52
D3954,1,一等,52
D3954,2,一等,52
D3954,3,二等,85
D3954,4,二等,85
D3954,5,二等,85
D3954,6,二等,85
D3954,7,二等,85
D3954,8,二等,85
D3954,9,二等,85
D3954,10,二等,85
D3954,11,二等,85
D3954,12,二等,85
D3954,13,一等,52
D3954,14,一等,52
D3956,1,一等,52
D3956,2,一等,52
D3956,3,二等,85
D3956,4,二等,85
D3956,5,二等,85
D3956,6,二等,85
D3956,7,二等,85
D3956,8,二等,85
D3956,9,二等,85
D3956,10,二等,85
D3956,11,二等,85
D3956,12,二等,85
D3956,13,一等,52
D3956,14,一等,52
D3957,1,一等,52
D3957,2,一等,52
D3957,3,二等,85
D3957,4,二等,85
D3957,5,二等,85
D3957,6,二等,85
D3957,7,二等,85
D3957,8,二等,85
D3957,9,二等,85
D3957,10,二等,85
D3957,11,二等,85
D3957,12,二等,85
D3957,13,一等,52
D3957,14,一等,52
D3958,1,一等,52
D3958,2,一等,52
D3958,3,二等,85
D3958,4,二等,85
D3958,5,二等,85
D3958,6,二等,85
D3958,7,二等,85
D3958,8,二等,85
D3958,9,二等,85
D3958,10,二等,85
